customer_id,renewal_date,age,province,policy_type,tenure_years,annual_premium,premium_change_pct,payment_frequency,autopay_enrolled,missed_payments_12m,claims_count_3y,last_claim_status,complaints_12m,service_interactions_12m,satisfaction_score,multi_policy_count,life_event_12m,digital_logins_12m,outcome
H508204,2025-10-19,44,ON,Auto,19.2,3474.44,9.1,Annual,No,0,0,None,1,5,9,1,None,8,Renewed
H508205,2024-12-10,55,NB,Home,4.3,2598.6,4.2,Monthly,Yes,0,0,None,0,1,8,2,Marriage,6,Renewed
H508206,2025-11-18,68,ON,Auto+Home Bundle,6.2,2146.85,21.9,Monthly,Yes,0,1,Partial,0,3,6,2,None,9,Renewed
H508207,2026-04-21,42,NB,Auto+Home Bundle,1.2,2790.6,2.9,Monthly,Yes,0,0,None,1,2,10,1,Retirement,5,Renewed
H508208,2025-06-23,38,BC,Auto+Home Bundle,5.1,5129.15,-1.3,Annual,No,4,0,None,0,3,8,1,New Child,7,Renewed
H508209,2025-06-08,21,ON,Home,3.0,1783.89,2.8,Annual,Yes,4,0,None,0,6,8,1,Divorce,9,Renewed
H508210,2025-08-16,67,SK,Auto,3.3,2033.47,15.2,Monthly,Yes,0,0,None,0,3,9,2,None,10,Renewed
H508211,2025-02-04,46,ON,Tenant,2.9,553.53,8.0,Annual,Yes,0,0,None,0,3,9,1,None,6,Renewed
H508212,2026-05-19,59,QC,Auto,1.5,2539.46,8.8,Monthly,Yes,0,1,Approved,0,2,6,2,None,12,Renewed
H508213,2024-11-04,46,ON,Auto,0.4,1686.3,8.6,Monthly,Yes,1,0,None,0,2,7,1,None,9,Renewed
H508214,2025-08-30,74,ON,Life,7.2,1462.22,8.5,Annual,No,0,0,None,0,3,8,2,Home Purchase,7,Renewed
H508215,2026-04-02,31,BC,Life,6.5,999.81,2.6,Monthly,Yes,0,2,Partial,1,1,6,2,None,8,Renewed
H508216,2024-08-22,77,QC,Life,13.4,1069.1,9.6,Annual,No,0,3,Approved,0,1,8,2,Home Purchase,10,Renewed
H508217,2025-04-07,34,QC,Auto+Home Bundle,1.0,4699.53,17.1,Monthly,No,4,0,None,0,2,8,2,Retirement,9,Renewed
H508218,2025-09-20,21,ON,Auto,4.1,2125.25,11.4,Monthly,Yes,0,0,None,3,5,6,2,New Child,10,Renewed
H508219,2026-05-06,58,ON,Auto+Home Bundle,1.9,4994.26,-2.2,Monthly,No,1,1,Approved,2,1,5,1,New Child,16,Lapsed
H508220,2025-04-29,19,AB,Home,4.8,2542.89,22.4,Monthly,No,0,0,None,0,1,7,1,None,6,Renewed
H508221,2025-09-10,45,ON,Auto,4.7,3344.85,8.6,Annual,No,0,2,Approved,0,2,9,1,None,4,Renewed
H508222,2025-07-21,56,QC,Auto+Home Bundle,0.5,3417.54,3.0,Monthly,Yes,4,1,Approved,0,1,8,1,None,8,Renewed
H508223,2026-03-31,53,ON,Auto,0.6,1427.15,3.8,Monthly,Yes,4,0,None,0,0,7,1,Job Change,10,Renewed
H508224,2024-11-01,60,BC,Life,4.7,2308.24,6.6,Monthly,No,0,0,None,0,1,9,1,Home Purchase,8,Renewed
H508225,2026-02-26,77,ON,Auto+Home Bundle,1.5,2669.08,15.6,Monthly,Yes,0,0,None,0,3,7,3,None,5,Renewed
H508226,2024-12-10,25,AB,Auto+Home Bundle,3.6,4711.3,-1.6,Monthly,Yes,1,3,Approved,0,3,4,1,Divorce,10,Renewed
H508227,2025-04-07,63,QC,Auto,2.0,2279.56,0.6,Annual,No,0,1,Approved,0,2,5,2,None,7,Renewed
H508228,2025-07-12,48,ON,Auto+Home Bundle,5.1,2565.94,-0.1,Monthly,No,0,0,None,0,6,5,1,None,6,Renewed
H508229,2024-10-20,23,BC,Life,4.4,1704.07,14.0,Monthly,No,4,1,Approved,0,1,6,2,None,12,Renewed
H508230,2025-12-28,21,QC,Auto+Home Bundle,19.4,4346.65,10.4,Annual,Yes,0,2,Partial,0,4,6,1,None,2,Renewed
H508231,2025-05-08,78,ON,Life,0.5,1517.77,-4.5,Annual,Yes,0,2,Approved,0,1,6,2,Retirement,9,Renewed
H508232,2024-12-19,67,AB,Home,6.4,912.44,14.9,Monthly,Yes,0,1,Approved,0,4,7,1,None,8,Renewed
H508233,2025-03-02,32,MB,Life,0.9,2357.82,4.7,Annual,No,0,1,Approved,2,4,8,2,None,12,Renewed
H508234,2025-01-07,55,NS,Auto+Home Bundle,2.9,4161.19,13.6,Monthly,No,0,1,Denied,0,0,8,1,Marriage,7,Renewed
H508235,2024-11-26,64,QC,Auto+Home Bundle,5.8,4866.18,7.9,Monthly,No,1,0,None,0,0,8,1,None,8,Renewed
H508236,2025-06-07,22,MB,Auto,1.7,2621.21,9.4,Monthly,No,1,0,None,0,1,8,2,Home Purchase,11,Renewed
H508237,2025-10-25,63,ON,Auto,1.6,1413.71,2.5,Monthly,No,1,0,None,0,3,6,3,None,5,Renewed
H508238,2026-04-07,73,AB,Tenant,24.5,475.09,16.0,Monthly,No,1,0,None,0,1,7,2,New Child,4,Renewed
H508239,2024-08-23,45,AB,Auto,6.4,2618.21,-2.0,Monthly,No,1,0,None,0,0,9,2,Divorce,9,Renewed
H508240,2025-05-02,72,QC,Tenant,7.9,545.11,12.2,Monthly,No,0,1,Approved,0,4,6,2,None,9,Renewed
H508241,2025-02-17,57,ON,Auto,5.4,1430.6,4.7,Monthly,No,2,1,Partial,3,2,9,1,None,15,Renewed
H508242,2024-09-11,33,QC,Auto,1.8,3299.99,8.6,Monthly,Yes,0,0,None,0,1,7,1,None,6,Renewed
H508243,2024-07-30,57,ON,Auto+Home Bundle,5.0,4995.15,3.2,Monthly,No,1,0,None,0,5,8,2,Home Purchase,13,Renewed
H508244,2025-06-20,76,QC,Auto,5.4,1414.89,-3.6,Monthly,No,0,0,None,0,1,10,1,Retirement,11,Renewed
H508245,2025-10-23,76,ON,Auto+Home Bundle,3.7,3966.55,12.1,Monthly,No,2,2,Approved,0,1,10,1,Job Change,7,Renewed
H508246,2026-03-23,32,MB,Home,3.1,1364.8,-4.8,Monthly,Yes,0,0,None,0,3,7,1,New Child,9,Renewed
H508247,2025-06-19,36,BC,Auto,2.6,3305.44,16.3,Monthly,Yes,1,3,Denied,0,1,8,1,Job Change,5,Renewed
H508248,2025-10-16,63,ON,Auto+Home Bundle,0.3,3512.37,6.4,Monthly,Yes,0,0,None,0,6,6,1,None,12,Renewed
H508249,2025-01-17,60,QC,Auto+Home Bundle,0.4,4842.77,10.7,Monthly,Yes,0,1,Denied,0,3,9,1,Retirement,10,Lapsed
H508250,2026-05-13,35,NS,Life,11.6,1525.02,-3.9,Monthly,Yes,0,0,None,0,1,5,1,Retirement,9,Renewed
H508251,2025-10-06,63,NB,Home,8.6,2432.72,12.0,Monthly,Yes,0,2,Approved,0,3,9,1,None,7,Renewed
H508252,2025-09-16,71,BC,Home,4.3,1230.61,-0.2,Monthly,Yes,0,1,Partial,1,1,7,2,None,18,Renewed
H508253,2026-02-25,23,BC,Auto,6.8,1100.85,1.3,Annual,Yes,0,0,None,1,1,5,1,None,12,Renewed
H508254,2026-02-04,62,QC,Life,25.0,2374.27,4.1,Monthly,Yes,0,0,None,0,2,7,1,None,10,Renewed
H508255,2025-08-23,76,QC,Life,3.9,1869.89,9.8,Annual,Yes,2,0,None,0,0,7,1,None,9,Renewed
H508256,2024-11-24,32,ON,Home,0.6,1577.68,-1.3,Monthly,Yes,2,0,None,0,3,8,2,Job Change,10,Lapsed
H508257,2024-08-23,70,BC,Life,1.1,1900.0,13.7,Monthly,Yes,0,0,None,0,2,6,1,None,9,Renewed
H508258,2025-06-20,72,ON,Auto+Home Bundle,8.4,2006.74,-2.1,Monthly,Yes,0,2,Approved,0,1,10,1,None,11,Renewed
H508259,2026-04-17,80,MB,Auto,2.5,2689.24,19.5,Monthly,No,0,0,None,2,0,10,2,None,9,Renewed
H508260,2025-07-08,51,QC,Life,2.8,1854.32,-0.0,Monthly,No,0,1,Approved,2,3,6,1,None,9,Renewed
H508261,2024-09-09,80,MB,Auto,0.7,2308.2,-1.3,Annual,No,0,0,None,0,2,5,1,Retirement,8,Lapsed
H508262,2025-10-05,45,ON,Auto,3.9,3272.94,2.2,Monthly,No,0,1,Approved,0,2,6,1,None,8,Renewed
H508263,2026-01-22,48,AB,Home,5.3,2526.55,8.4,Monthly,Yes,0,2,Approved,0,3,7,1,None,10,Renewed
H508264,2026-01-25,55,ON,Life,8.4,661.7,-1.0,Annual,Yes,2,0,None,1,0,7,1,Home Purchase,8,Renewed
H508265,2024-12-07,31,QC,Auto,3.0,1216.61,6.3,Monthly,Yes,0,0,None,0,2,10,1,Job Change,10,Renewed
H508266,2025-07-16,72,ON,Tenant,5.0,538.4,26.6,Annual,No,0,0,None,0,1,5,1,None,12,Renewed
H508267,2024-09-06,51,ON,Auto,4.0,3248.16,16.0,Annual,No,0,2,Approved,0,3,7,1,Retirement,11,Renewed
H508268,2024-08-10,79,NS,Auto,15.1,2038.21,3.9,Monthly,No,0,0,None,0,4,5,1,Divorce,10,Renewed
H508269,2025-08-30,74,ON,Auto,1.5,2042.65,9.4,Monthly,No,0,4,Approved,0,1,9,1,Home Purchase,13,Renewed
H508270,2024-10-08,52,ON,Auto,2.4,1561.12,4.8,Annual,Yes,0,0,None,0,2,6,1,None,12,Renewed
H508271,2024-11-13,33,ON,Life,3.9,2110.76,6.8,Monthly,No,0,0,None,0,2,10,1,Home Purchase,10,Renewed
H508272,2025-08-16,19,ON,Home,6.1,1349.4,5.2,Monthly,Yes,2,0,None,0,3,7,1,None,10,Renewed
H508273,2024-08-01,22,ON,Home,3.2,1078.54,-2.6,Monthly,Yes,0,0,None,0,0,8,1,Job Change,9,Renewed
H508274,2025-07-15,38,NB,Home,1.7,1017.56,19.9,Monthly,Yes,0,1,Denied,0,3,7,1,None,10,Renewed
H508275,2025-08-19,58,AB,Home,0.5,1450.78,14.5,Monthly,No,1,1,Approved,0,1,10,1,None,6,Renewed
H508276,2026-04-13,57,MB,Auto+Home Bundle,2.0,4830.97,9.8,Monthly,No,0,0,None,0,5,6,1,Marriage,7,Lapsed
H508277,2026-05-10,57,ON,Auto+Home Bundle,0.4,3928.76,4.6,Monthly,No,0,2,Approved,1,2,7,1,None,8,Renewed
H508278,2026-02-15,22,AB,Tenant,1.0,612.15,2.8,Monthly,No,0,0,None,0,1,10,1,New Child,11,Renewed
H508279,2025-08-13,24,MB,Home,1.8,2008.77,0.6,Annual,Yes,0,1,Approved,0,5,6,2,New Child,10,Renewed
H508280,2024-07-06,79,NS,Auto+Home Bundle,2.8,2099.25,1.1,Monthly,Yes,0,2,Approved,0,1,6,1,Job Change,5,Renewed
H508281,2024-10-16,76,SK,Tenant,4.1,304.14,10.9,Monthly,No,0,0,None,2,1,7,3,Divorce,4,Renewed
H508282,2026-04-11,53,BC,Auto,6.8,3402.06,8.2,Monthly,No,0,0,None,0,1,8,1,Home Purchase,9,Renewed
H508283,2026-01-14,63,MB,Auto,5.0,2799.68,23.1,Monthly,No,0,0,None,0,3,7,1,None,10,Renewed
H508284,2026-01-20,41,ON,Auto+Home Bundle,0.3,4119.14,-2.5,Monthly,Yes,1,1,Approved,0,2,9,1,Marriage,10,Renewed
H508285,2025-01-26,62,ON,Auto,0.3,2896.03,-0.6,Monthly,Yes,1,1,Approved,0,0,10,2,None,6,Renewed
H508286,2026-01-23,72,AB,Home,0.3,2057.83,7.0,Annual,Yes,0,2,Denied,0,3,10,1,Retirement,8,Renewed
H508287,2025-08-12,64,MB,Auto,5.4,2756.03,0.2,Monthly,No,1,0,None,2,1,7,1,None,12,Renewed
H508288,2024-12-13,32,QC,Auto+Home Bundle,1.3,3757.42,-1.9,Annual,No,2,0,None,1,3,9,2,Retirement,6,Renewed
H508289,2024-07-24,66,ON,Tenant,3.3,326.86,0.9,Annual,Yes,1,1,Approved,0,1,8,1,None,7,Renewed
H508290,2026-05-12,38,QC,Auto,6.8,2510.11,5.0,Annual,No,0,0,None,0,0,5,3,Home Purchase,8,Renewed
H508291,2026-01-26,23,QC,Auto,0.6,2350.83,5.5,Monthly,No,0,0,None,0,3,8,2,None,11,Renewed
H508292,2024-12-05,71,ON,Auto+Home Bundle,21.0,3541.36,11.6,Monthly,Yes,0,2,Approved,0,1,5,3,Marriage,7,Renewed
H508293,2024-10-26,62,ON,Auto,0.3,3496.41,-6.8,Annual,Yes,0,1,Approved,0,0,8,2,None,10,Renewed
H508294,2024-12-31,25,BC,Auto+Home Bundle,2.0,2446.95,1.6,Annual,Yes,2,0,None,0,2,8,1,Marriage,10,Lapsed
H508295,2024-12-06,29,QC,Auto,3.4,1787.75,4.4,Monthly,No,0,0,None,0,0,8,3,Divorce,7,Renewed
H508296,2024-07-30,72,ON,Auto,0.3,3011.64,-0.2,Annual,Yes,0,0,None,0,2,6,1,None,6,Renewed
H508297,2025-05-01,52,BC,Auto,2.8,2793.17,17.3,Annual,Yes,2,0,None,0,0,9,1,None,10,Renewed
H508298,2025-05-31,49,AB,Auto,12.1,2947.25,7.0,Monthly,Yes,3,0,None,0,0,8,2,None,8,Renewed
H508299,2025-08-08,35,ON,Home,0.3,1332.62,9.8,Monthly,No,0,0,None,0,1,8,1,New Child,12,Renewed
H508300,2024-09-21,57,ON,Auto+Home Bundle,1.0,5014.94,10.2,Annual,No,0,0,None,1,4,6,1,None,9,Lapsed
H508301,2026-01-15,44,NS,Life,13.6,674.76,-8.0,Monthly,No,1,1,Approved,0,5,6,1,None,8,Renewed
H508302,2025-12-12,65,ON,Auto,4.2,1976.01,1.4,Monthly,No,0,1,Approved,0,1,9,1,None,11,Lapsed
H508303,2024-12-31,58,ON,Auto,1.2,2199.46,7.2,Monthly,Yes,0,2,Approved,0,2,8,1,Job Change,11,Renewed
H508304,2025-11-29,27,QC,Auto,2.2,3434.58,-8.0,Annual,Yes,0,0,None,0,1,6,1,Retirement,6,Renewed
H508305,2026-01-13,55,ON,Home,0.3,1229.43,10.0,Annual,Yes,0,0,None,0,0,8,1,Home Purchase,4,Lapsed
H508306,2025-07-27,44,ON,Home,9.1,2426.68,19.1,Monthly,No,0,0,None,0,0,9,1,None,9,Renewed
H508307,2025-05-17,72,AB,Auto,5.1,1288.54,1.2,Annual,Yes,2,0,None,0,2,9,1,None,7,Renewed
H508308,2026-04-03,39,QC,Auto+Home Bundle,5.2,3172.15,17.2,Annual,Yes,0,1,Approved,0,3,5,1,Home Purchase,11,Renewed
H508309,2025-05-02,79,AB,Auto,0.7,1936.31,6.2,Monthly,No,0,0,None,0,4,4,1,Divorce,14,Renewed
H508310,2025-08-04,43,QC,Home,4.4,2557.72,5.2,Monthly,Yes,1,2,Approved,0,3,9,1,Retirement,12,Renewed
H508311,2025-12-05,71,QC,Auto+Home Bundle,7.1,2225.54,11.2,Monthly,No,2,1,Approved,0,1,9,2,None,9,Renewed
H508312,2025-01-01,72,ON,Home,3.4,1924.54,4.7,Monthly,No,2,0,None,0,2,7,1,None,13,Renewed
H508313,2025-12-07,77,ON,Home,1.7,2446.48,8.1,Monthly,Yes,0,0,None,0,2,5,1,None,10,Renewed
H508314,2025-01-03,36,BC,Auto,5.9,2908.42,-2.5,Monthly,No,0,0,None,0,0,8,1,Job Change,10,Renewed
H508315,2025-12-05,53,QC,Auto,13.4,2781.91,4.5,Monthly,No,0,2,Partial,0,3,6,1,New Child,11,Renewed
H508316,2025-08-18,60,ON,Auto,9.3,3407.0,4.0,Monthly,No,2,1,Denied,0,1,7,1,None,10,Renewed
H508317,2024-08-14,79,MB,Home,2.0,2563.33,2.7,Monthly,Yes,1,1,Approved,0,0,8,1,None,4,Renewed
H508318,2025-06-06,53,ON,Auto,4.6,1732.15,0.0,Monthly,Yes,0,0,None,0,6,10,3,None,9,Lapsed
H508319,2025-10-11,59,BC,Home,12.5,1404.57,6.4,Monthly,No,0,0,None,0,3,7,2,None,10,Renewed
H508320,2025-08-04,21,SK,Tenant,3.3,374.2,14.6,Annual,No,0,0,None,0,0,5,1,Retirement,12,Renewed
H508321,2025-04-20,69,MB,Auto,5.8,2170.07,7.6,Annual,No,0,0,None,0,1,10,1,New Child,10,Renewed
H508322,2025-10-28,66,QC,Life,8.2,1646.3,11.2,Monthly,No,0,0,None,3,4,7,2,Job Change,9,Renewed
H508323,2024-10-25,29,ON,Auto+Home Bundle,4.8,4220.74,13.0,Monthly,No,3,0,None,2,1,10,1,Retirement,12,Lapsed
H508324,2026-04-07,41,ON,Life,1.8,1334.8,3.6,Monthly,Yes,2,0,None,0,2,6,1,None,10,Renewed
H508325,2026-05-05,40,NS,Tenant,0.5,251.74,7.7,Annual,Yes,0,0,None,0,2,10,2,None,16,Renewed
H508326,2025-01-01,78,NS,Home,4.7,2375.84,3.2,Monthly,No,1,0,None,0,2,10,3,None,13,Renewed
H508327,2025-04-03,66,AB,Auto,6.2,2393.96,-0.7,Annual,No,2,2,Approved,0,1,5,1,Job Change,8,Renewed
H508328,2025-08-23,72,SK,Auto,2.7,3131.39,-0.4,Monthly,Yes,0,0,None,1,4,6,3,Marriage,9,Renewed
H508329,2025-11-30,28,BC,Auto,1.5,1674.66,11.9,Monthly,No,0,3,Approved,1,2,6,1,None,6,Renewed
H508330,2026-03-28,26,BC,Home,5.3,1463.27,6.7,Annual,No,1,1,Approved,0,7,7,1,Divorce,8,Renewed
H508331,2025-04-11,52,BC,Auto,0.9,2040.79,5.7,Monthly,No,1,0,None,3,1,7,2,None,12,Renewed
H508332,2025-02-06,67,ON,Auto+Home Bundle,1.8,2447.54,7.0,Monthly,No,1,3,Denied,0,2,5,1,Job Change,12,Renewed
H508333,2025-02-08,37,NS,Home,3.8,1013.69,17.4,Monthly,Yes,4,0,None,3,2,6,1,None,12,Lapsed
H508334,2026-02-19,41,ON,Life,1.7,785.31,-1.4,Annual,Yes,0,0,None,0,0,6,2,None,6,Renewed
H508335,2024-11-14,33,ON,Life,4.7,1485.11,12.2,Monthly,Yes,2,3,Approved,1,2,6,1,None,10,Renewed
H508336,2024-08-02,52,ON,Auto,9.3,3089.26,12.5,Annual,No,1,0,None,0,6,9,1,Job Change,7,Renewed
H508337,2025-02-05,29,ON,Home,5.0,1499.02,-2.8,Monthly,No,0,2,Approved,0,2,6,1,None,11,Renewed
H508338,2025-04-22,29,AB,Tenant,4.8,606.38,7.5,Monthly,Yes,0,1,Approved,0,0,7,2,New Child,6,Renewed
H508339,2025-03-30,61,ON,Auto,5.9,1904.96,8.4,Annual,Yes,1,0,None,0,1,7,3,None,11,Renewed
H508340,2025-04-17,38,QC,Auto,4.0,3327.78,3.8,Annual,No,1,0,None,0,8,7,1,Divorce,7,Renewed
H508341,2025-03-02,65,NS,Home,0.5,1140.31,1.7,Annual,No,0,2,Partial,0,1,9,1,Marriage,10,Renewed
H508342,2025-03-04,22,MB,Auto+Home Bundle,3.5,5140.5,4.2,Annual,No,0,0,None,0,5,7,2,Job Change,7,Lapsed
H508343,2026-02-12,54,AB,Auto+Home Bundle,3.1,2038.75,-0.1,Annual,No,0,0,None,0,0,8,3,None,5,Renewed
H508344,2026-03-21,46,QC,Tenant,5.2,257.82,-0.3,Monthly,Yes,0,1,Approved,3,1,8,1,None,5,Renewed
H508345,2026-05-26,74,BC,Auto+Home Bundle,4.4,4884.39,4.9,Annual,Yes,0,1,Approved,0,3,8,1,None,9,Renewed
H508346,2025-12-01,50,ON,Home,2.6,1385.28,11.6,Annual,Yes,1,3,Approved,0,3,7,1,None,13,Renewed
H508347,2025-08-18,44,BC,Auto+Home Bundle,0.3,4089.41,11.7,Monthly,No,0,0,None,0,1,5,1,None,9,Renewed
H508348,2025-06-13,38,ON,Auto+Home Bundle,11.7,2082.9,8.5,Monthly,Yes,3,0,None,0,4,9,1,Job Change,12,Renewed
H508349,2025-04-14,38,BC,Home,2.3,1091.81,6.5,Monthly,Yes,0,1,Approved,0,0,8,2,Job Change,4,Renewed
H508350,2025-08-03,19,ON,Auto,9.8,2047.01,1.1,Monthly,No,0,0,None,0,3,6,1,None,13,Renewed
H508351,2025-08-03,72,NB,Auto+Home Bundle,6.0,4091.11,-3.9,Monthly,No,0,0,None,0,2,5,1,None,4,Renewed
H508352,2026-02-15,72,ON,Auto,3.2,1670.92,-2.9,Monthly,No,0,0,None,0,0,8,2,Home Purchase,12,Renewed
H508353,2024-09-13,37,ON,Auto,2.7,1230.14,-2.5,Annual,Yes,0,1,Approved,0,3,6,2,Retirement,11,Renewed
H508354,2024-11-09,37,QC,Home,1.1,1793.25,6.0,Annual,No,0,0,None,3,1,8,2,None,11,Renewed
H508355,2025-04-12,81,BC,Home,10.0,1102.33,10.3,Monthly,No,0,1,Approved,0,3,3,1,Job Change,7,Lapsed
H508356,2025-12-15,28,BC,Auto+Home Bundle,6.1,2343.84,2.1,Monthly,No,2,0,None,1,4,9,2,None,9,Renewed
H508357,2024-10-04,51,AB,Tenant,1.8,589.36,3.5,Annual,Yes,0,1,Approved,0,4,10,1,Job Change,14,Renewed
H508358,2026-02-26,59,BC,Life,1.4,1308.44,3.9,Annual,Yes,1,0,None,0,2,7,2,None,8,Renewed
H508359,2024-09-08,50,QC,Home,4.1,2024.62,-6.3,Annual,Yes,2,0,None,0,0,8,1,New Child,10,Renewed
H508360,2025-01-03,34,ON,Auto,1.3,2383.42,9.3,Annual,Yes,0,0,None,0,1,9,1,Job Change,10,Renewed
H508361,2025-04-30,60,AB,Auto,3.1,2518.45,5.5,Monthly,Yes,0,0,None,0,1,2,1,None,9,Renewed
H508362,2026-02-07,59,ON,Auto,4.0,2773.82,11.9,Monthly,Yes,0,0,None,0,3,9,2,None,9,Renewed
H508363,2024-07-13,34,ON,Auto,9.5,3483.77,-3.0,Monthly,Yes,1,0,None,0,2,10,1,None,13,Renewed
H508364,2024-08-09,66,BC,Auto+Home Bundle,20.0,3774.9,2.1,Annual,No,0,0,None,0,0,10,1,Retirement,8,Renewed
H508365,2024-09-06,67,BC,Auto+Home Bundle,4.4,3851.07,8.8,Annual,No,0,0,None,2,4,7,1,None,9,Renewed
H508366,2024-08-16,75,ON,Auto,1.6,3278.77,9.2,Monthly,Yes,0,1,Approved,0,2,7,1,Job Change,6,Lapsed
H508367,2025-02-26,63,QC,Tenant,3.3,355.79,9.9,Monthly,Yes,4,0,None,0,2,4,2,None,6,Renewed
H508368,2025-07-21,52,MB,Tenant,0.3,373.48,6.6,Monthly,No,0,0,None,0,3,9,2,Marriage,7,Renewed
H508369,2025-09-21,26,ON,Home,0.3,1406.23,5.4,Monthly,Yes,0,2,Approved,0,2,8,2,Divorce,10,Renewed
H508370,2024-07-13,58,SK,Home,3.5,1995.82,5.3,Monthly,No,0,1,Approved,0,0,7,2,None,6,Lapsed
H508371,2025-07-16,66,QC,Tenant,5.5,373.52,-2.5,Monthly,No,0,2,Approved,0,1,8,1,None,8,Renewed
H508372,2026-01-02,29,ON,Auto,8.7,2156.47,5.2,Monthly,Yes,1,0,None,0,1,7,1,New Child,11,Renewed
H508373,2024-10-10,62,QC,Auto,6.7,2813.28,5.5,Monthly,Yes,0,1,Partial,0,1,9,1,None,6,Renewed
H508374,2026-01-03,61,BC,Auto,4.3,2341.86,11.5,Monthly,Yes,0,1,Approved,0,3,10,2,Home Purchase,9,Renewed
H508375,2024-09-28,22,MB,Auto+Home Bundle,2.2,3995.47,9.3,Annual,Yes,0,1,Approved,0,0,4,1,None,8,Renewed
H508376,2026-03-19,66,ON,Tenant,2.4,320.25,6.8,Monthly,Yes,0,4,Approved,0,1,10,2,None,7,Renewed
H508377,2025-04-26,56,ON,Auto,0.8,3077.8,13.7,Monthly,No,0,0,None,0,1,9,1,None,3,Renewed
H508378,2026-01-27,58,ON,Auto,1.2,2514.81,-5.7,Monthly,No,1,1,Approved,0,1,7,1,New Child,6,Renewed
H508379,2026-03-14,66,QC,Home,4.1,1038.96,2.4,Annual,Yes,0,1,Approved,0,1,7,2,Retirement,10,Renewed
H508380,2025-03-28,46,SK,Auto,8.5,2954.51,9.7,Monthly,No,0,4,Partial,0,3,8,2,Divorce,9,Renewed
H508381,2025-04-14,31,ON,Auto,7.2,3274.79,-4.2,Monthly,Yes,0,1,Approved,0,1,8,2,None,4,Renewed
H508382,2026-03-23,51,BC,Auto,3.1,1827.96,3.6,Annual,No,0,3,Approved,0,3,9,1,Marriage,11,Renewed
H508383,2024-09-04,57,ON,Auto,10.3,1412.02,-1.6,Monthly,No,4,0,None,0,1,9,3,Retirement,9,Lapsed
H508384,2024-11-06,62,AB,Home,8.8,1765.84,8.9,Annual,Yes,0,2,Approved,0,5,9,2,Retirement,15,Renewed
H508385,2025-08-02,26,ON,Tenant,21.4,540.0,13.2,Annual,Yes,0,0,None,0,2,4,2,Marriage,7,Renewed
H508386,2026-05-28,69,ON,Auto,11.8,1929.64,2.9,Monthly,No,1,0,None,0,2,5,1,Marriage,8,Renewed
H508387,2024-09-03,22,ON,Home,5.1,1798.5,18.2,Monthly,No,2,0,None,0,4,8,1,Home Purchase,10,Renewed
H508388,2026-04-28,40,ON,Auto+Home Bundle,5.4,3732.83,1.2,Annual,Yes,0,1,Approved,1,3,6,1,Retirement,10,Renewed
H508389,2025-12-06,76,ON,Auto,0.9,2902.96,1.2,Monthly,No,2,2,Partial,0,1,10,1,None,9,Renewed
H508390,2026-03-22,65,BC,Home,3.2,1537.48,2.2,Monthly,Yes,0,0,None,0,3,7,2,Retirement,11,Renewed
H508391,2025-03-20,32,NS,Auto,14.6,3127.78,-2.1,Monthly,Yes,0,0,None,0,2,7,1,None,9,Renewed
H508392,2024-09-05,24,ON,Auto,13.7,1164.52,-3.6,Monthly,Yes,0,2,Approved,0,6,7,2,None,10,Renewed
H508393,2025-07-26,75,AB,Life,1.7,1581.39,-1.3,Monthly,No,0,2,Approved,0,6,2,2,Marriage,11,Renewed
H508394,2025-07-29,61,ON,Life,1.0,1492.63,-2.0,Annual,No,1,0,None,0,3,9,1,Home Purchase,4,Renewed
H508395,2025-01-22,48,AB,Home,12.5,1466.06,5.8,Annual,Yes,0,0,None,0,1,10,1,Marriage,8,Renewed
H508396,2026-05-27,62,ON,Auto,1.1,1521.57,4.5,Monthly,Yes,0,0,None,0,1,8,2,Home Purchase,6,Renewed
H508397,2026-02-06,45,AB,Auto+Home Bundle,3.2,2257.78,-0.4,Monthly,No,0,2,Approved,0,3,6,2,Divorce,6,Renewed
H508398,2025-01-22,39,NB,Auto,1.0,3281.04,4.4,Monthly,No,0,0,None,0,0,5,2,None,8,Renewed
H508399,2025-06-04,21,AB,Tenant,4.3,282.1,3.5,Monthly,No,0,2,Approved,0,1,9,3,Home Purchase,4,Renewed
H508400,2025-08-01,59,MB,Home,2.2,1085.56,5.0,Monthly,Yes,0,0,None,0,6,5,1,None,9,Renewed
H508401,2025-08-16,65,BC,Auto,7.7,2288.36,3.8,Annual,Yes,0,0,None,0,0,3,2,None,13,Renewed
H508402,2025-04-26,53,ON,Auto,5.5,3208.71,4.2,Monthly,Yes,0,1,Denied,0,0,9,2,Home Purchase,11,Renewed
H508403,2025-06-17,38,QC,Tenant,1.0,388.14,5.2,Monthly,Yes,0,2,Approved,0,1,9,1,None,11,Renewed
H508404,2025-10-27,77,BC,Auto,2.3,3458.02,2.1,Annual,No,0,0,None,0,2,7,1,None,10,Renewed
H508405,2025-03-12,77,SK,Tenant,0.3,356.84,14.6,Monthly,Yes,0,0,None,0,0,8,2,New Child,6,Renewed
H508406,2026-03-11,45,AB,Home,4.1,1002.1,10.1,Monthly,Yes,0,1,Approved,1,6,6,2,None,8,Renewed
H508407,2025-02-14,64,ON,Auto,4.9,2532.16,1.0,Monthly,Yes,0,4,Partial,0,4,10,2,Marriage,6,Renewed
H508408,2024-09-23,53,QC,Home,0.6,1498.08,3.6,Monthly,Yes,2,0,None,0,1,10,1,None,7,Renewed
