customer_id,age,gender,marital_status,province,city,occupation,annual_income,credit_score,policy_type,policy_start_date,renewal_date,tenure_years,annual_premium,coverage_amount,deductible,premium_change_pct,payment_frequency,autopay_enrolled,missed_payments_12m,claims_count_3y,last_claim_status,complaints_12m,service_interactions_12m,satisfaction_score,multi_policy_count,preferred_channel,preferred_contact_time,preferred_language,life_event_12m,digital_logins_12m,total_risk_score,risk_category,days_until_renewal
C100226,69,Female,Single,ON,Ottawa,Driver,37553.0,623,Tenant,2023-07-16,2027-02-19,3.6,316.94,97000.0,1500,-5.3,Monthly,No,0,0,None,0,1,6.0,1,Email,Afternoon,English,None,7,2,Low,233
C100227,55,Female,Married,QC,Laval,Engineer,61884.0,629,Auto,2021-01-08,2026-07-09,5.5,3040.04,1307000.0,1500,6.8,Monthly,Yes,1,0,None,0,0,7.0,1,Text,Evening,French,New Child,5,3,Low,8
C100228,53,Male,Married,QC,Gatineau,Teacher,55245.0,723,Home,2026-10-11,2027-01-28,0.3,2026.65,852000.0,500,16.9,Monthly,Yes,0,0,None,0,2,8.0,2,Phone,Morning,English,None,9,4,Medium,211
C100229,30,Male,Single,SK,Saskatoon,Accountant,113341.0,796,Life,2023-01-07,2027-03-21,4.2,1646.04,103000.0,500,1.5,Annual,Yes,0,0,None,0,2,7.0,1,Text,Afternoon,English,Home Purchase,8,1,Low,263
C100230,48,Female,Married,BC,Surrey,Sales Representative,51764.0,638,Auto,2025-12-26,2026-10-14,0.8,2473.94,1259000.0,1000,4.7,Monthly,No,0,1,Approved,1,0,7.0,2,Email,Evening,English,None,9,4,Medium,105
C100231,72,Male,Single,QC,Quebec City,Technician,92108.0,695,Tenant,2022-12-11,2026-11-04,3.9,266.18,73000.0,500,25.8,Monthly,No,0,2,Approved,0,1,9.0,1,Text,Evening,French,New Child,9,5,Medium,126
C100232,20,Female,Divorced,BC,Kelowna,Retail Associate,127928.0,719,Auto+Home Bundle,2017-10-24,2026-08-12,8.8,3348.94,1391000.0,250,10.3,Monthly,No,0,1,Approved,0,4,9.0,1,Text,Evening,French,Retirement,8,4,Medium,42
C100233,66,Male,Married,ON,Ottawa,Teacher,71655.0,771,Auto,2026-08-25,2026-12-12,0.3,1360.36,1055000.0,500,6.3,Monthly,Yes,0,0,None,0,4,6.0,1,Phone,Afternoon,English,Retirement,11,3,Low,164
C100234,50,Female,Single,QC,Quebec City,Accountant,95321.0,721,Auto,2024-11-09,2027-02-27,2.3,3566.96,1989000.0,500,9.9,Monthly,Yes,0,0,None,1,5,6.0,1,Mail,Afternoon,French,None,8,4,Medium,241
C100235,64,Female,Single,BC,Kelowna,Teacher,94975.0,757,Auto+Home Bundle,2022-12-20,2027-03-03,4.2,3317.5,2498000.0,500,2.2,Annual,Yes,0,0,None,0,0,7.0,1,Email,Morning,English,New Child,7,1,Low,245
C100236,60,Male,Divorced,AB,Edmonton,Retired,98091.0,781,Auto,2025-10-17,2026-10-17,1.0,1313.29,953000.0,500,7.4,Monthly,Yes,0,3,Partial,0,2,6.0,1,Text,Morning,English,Marriage,7,3,Low,108
C100237,46,Male,Married,ON,Mississauga,Student,42748.0,787,Auto+Home Bundle,2024-12-21,2026-11-14,1.9,2360.92,1308000.0,500,9.2,Monthly,Yes,0,4,Approved,0,1,10.0,1,Email,Afternoon,English,None,9,3,Low,136
C100238,38,Female,Married,ON,Brampton,Teacher,69805.0,737,Home,2025-02-13,2027-02-13,2.0,2230.67,1489000.0,1000,8.8,Annual,No,2,0,None,0,5,5.0,1,Email,Evening,English,Retirement,10,7,High,227
C100239,58,Male,Married,ON,Toronto,Teacher,40908.0,615,Home,2026-11-15,2027-04-10,0.4,1566.04,888000.0,1000,3.0,Monthly,No,0,0,None,0,2,6.0,2,Mail,Afternoon,French,New Child,12,2,Low,283
C100240,27,Male,Married,MB,Brandon,Teacher,107209.0,766,Auto,2025-12-06,2026-07-13,0.6,1630.09,698000.0,2000,6.8,Annual,No,0,0,None,0,4,7.0,3,Mail,Morning,English,None,8,2,Low,12
C100241,55,Male,Divorced,QC,Laval,Technician,30836.0,704,Home,2020-12-09,2027-06-10,6.5,2217.7,315000.0,1000,8.7,Annual,Yes,0,1,Partial,0,3,4.0,2,Email,Morning,French,Job Change,10,6,Medium,344
C100242,24,Female,Divorced,NS,Halifax,Nurse,83391.0,792,Auto,2025-08-30,2026-08-30,1.0,3086.17,915000.0,2000,9.8,Monthly,No,0,0,None,0,6,8.0,2,Phone,Evening,English,None,8,3,Low,60
C100243,59,Female,Single,AB,Calgary,Sales Representative,62856.0,797,Auto,2020-03-07,2027-05-19,7.2,2854.99,415000.0,1000,5.8,Monthly,Yes,0,0,None,0,1,8.0,2,Phone,Afternoon,English,None,8,0,Low,322
C100244,58,Female,Married,MB,Winnipeg,Engineer,57077.0,679,Tenant,2023-04-26,2027-03-20,3.9,409.67,24000.0,1500,6.7,Annual,Yes,0,0,None,0,1,7.0,2,Phone,Morning,English,New Child,12,0,Low,262
C100245,24,Female,Divorced,AB,Red Deer,Construction Worker,29551.0,573,Auto,2025-08-15,2026-08-15,1.0,1304.59,184000.0,1000,10.9,Annual,No,0,0,None,3,2,4.0,1,Email,Afternoon,English,Home Purchase,10,8,High,45
C100246,66,Female,Single,ON,Kitchener,Self-Employed,63938.0,760,Auto,2025-12-17,2027-01-22,1.1,1358.74,618000.0,1000,2.5,Monthly,Yes,0,0,None,0,3,6.0,3,Text,Afternoon,English,None,9,1,Low,205
C100247,45,Female,Divorced,ON,London,Manager,35908.0,723,Auto+Home Bundle,2022-04-11,2027-04-11,5.0,2073.69,2255000.0,1000,3.1,Annual,Yes,0,2,Approved,0,2,7.0,1,Email,Evening,English,Marriage,4,1,Low,284
C100248,26,Male,Married,QC,Montreal,Retail Associate,54071.0,595,Home,2026-08-22,2027-06-10,0.8,1883.94,784000.0,2000,1.0,Monthly,Yes,1,0,None,0,2,6.0,3,Phone,Afternoon,French,None,8,3,Low,344
C100249,50,Female,Divorced,SK,Saskatoon,Teacher,89615.0,741,Home,2025-04-15,2027-06-27,2.2,2167.16,1206000.0,1500,-5.0,Monthly,Yes,1,0,None,0,2,7.0,1,Mail,Afternoon,English,Home Purchase,10,3,Low,361
C100250,30,Female,Widowed,QC,Gatineau,Teacher,67853.0,618,Life,2025-08-17,2026-10-29,1.2,803.88,775000.0,1000,10.8,Monthly,Yes,1,0,None,0,4,9.0,2,Email,Evening,French,New Child,4,4,Medium,120
C100251,50,Male,Married,ON,London,Teacher,55905.0,653,Tenant,2022-01-08,2027-02-13,5.1,530.43,92000.0,1000,-1.6,Monthly,Yes,0,1,Approved,0,1,10.0,1,Text,Afternoon,English,None,9,1,Low,227
C100252,30,Male,Single,NS,Sydney,Construction Worker,38686.0,702,Life,2024-11-03,2027-01-15,2.2,663.79,906000.0,500,-4.3,Monthly,Yes,0,0,None,0,1,6.0,1,Email,Morning,English,Home Purchase,9,1,Low,198
C100253,39,Male,Married,QC,Gatineau,Self-Employed,60348.0,683,Home,2026-05-13,2026-08-30,0.3,2321.95,1264000.0,500,3.3,Monthly,Yes,0,0,None,0,2,6.0,1,Phone,Afternoon,French,Retirement,6,3,Low,60
C100254,60,Male,Married,BC,Vancouver,Manager,135828.0,756,Auto,2026-06-13,2026-09-30,0.3,3234.56,1554000.0,1500,8.5,Monthly,Yes,0,1,Partial,0,4,,2,Email,Afternoon,English,Home Purchase,8,3,Low,91
C100255,28,Male,Married,QC,Gatineau,Nurse,46763.0,628,Home,2024-03-14,2026-11-25,2.7,2521.27,1324000.0,500,21.3,Monthly,No,0,1,Partial,0,4,10.0,2,Text,Afternoon,French,None,13,5,Medium,147
C100256,61,Female,Single,SK,Regina,Accountant,63514.0,757,Tenant,2011-12-02,2027-01-07,15.1,476.49,23000.0,250,3.6,Monthly,No,0,1,Partial,0,1,9.0,1,Mail,Afternoon,English,None,8,3,Low,190
C100257,25,Female,Married,AB,Edmonton,Retail Associate,99886.0,621,Home,2023-06-01,2027-02-11,3.7,2287.11,828000.0,2000,6.9,Monthly,No,0,0,None,0,2,6.0,2,Email,Morning,English,Job Change,13,3,Low,225
C100258,30,Male,Divorced,AB,Red Deer,Manager,74980.0,761,Life,2026-09-17,2027-02-10,0.4,1821.1,201000.0,1000,-4.4,Monthly,No,2,0,None,0,4,7.0,3,Email,Evening,English,Retirement,7,6,Medium,224
C100259,56,Female,Married,ON,Kitchener,Accountant,59971.0,638,Auto+Home Bundle,2024-11-17,2027-04-12,2.4,2001.83,1380000.0,500,-2.4,Monthly,Yes,2,2,Approved,0,1,9.0,1,Text,Morning,English,None,9,4,Medium,285
C100260,68,Female,Single,ON,Hamilton,Construction Worker,27785.0,832,Tenant,2025-04-11,2026-12-22,1.7,348.75,61000.0,1000,5.9,Monthly,Yes,0,0,None,0,2,8.0,2,Phone,Afternoon,English,Retirement,12,2,Low,174
C100261,29,Male,Widowed,ON,Brampton,Construction Worker,48703.0,551,Auto+Home Bundle,2010-02-18,2026-10-31,16.7,4079.37,810000.0,1000,-8.0,Monthly,No,0,0,None,0,1,2.0,2,Mail,Evening,English,Job Change,8,5,Medium,122
C100262,37,Male,Single,ON,Mississauga,Sales Representative,67946.0,633,Home,2025-02-24,2027-02-24,2.0,2382.59,988000.0,1500,13.6,Annual,Yes,0,0,None,0,3,8.0,2,Email,Afternoon,English,Job Change,7,3,Low,238
C100263,77,Female,Married,MB,Winnipeg,Government Employee,64370.0,809,Auto,2021-11-30,2026-11-30,5.0,2023.92,656000.0,250,4.8,Monthly,Yes,0,0,None,1,1,6.0,3,Email,Morning,English,None,10,2,Low,152
C100264,81,Female,Married,QC,Quebec City,Government Employee,82983.0,708,Tenant,2026-02-02,2026-11-21,0.8,383.32,25000.0,1500,10.5,Monthly,Yes,0,0,None,0,3,10.0,1,Phone,Morning,French,Job Change,9,5,Medium,143
C100265,55,Male,Widowed,BC,Vancouver,Accountant,27819.0,742,Auto+Home Bundle,2026-04-13,2027-03-07,0.9,3516.08,1802000.0,1000,-1.5,Monthly,Yes,0,0,None,0,4,7.0,1,Email,Afternoon,English,Retirement,5,3,Low,249
C100266,47,Female,Divorced,ON,Ottawa,IT Professional,32473.0,671,Tenant,2023-03-21,2027-04-26,4.1,472.14,35000.0,1500,10.4,Monthly,Yes,0,0,None,0,3,7.0,2,Text,Afternoon,English,Home Purchase,7,1,Low,299
C100267,40,Female,Divorced,NB,Saint John,Retail Associate,74235.0,542,Auto,2023-01-03,2027-01-03,4.0,3140.76,938000.0,1500,2.3,Monthly,Yes,0,2,Approved,0,1,7.0,3,Text,Morning,English,None,7,0,Low,186
C100268,57,Female,Single,NS,Halifax,Retired,34066.0,809,Home,2022-04-13,2026-11-18,4.6,1756.31,1099000.0,500,6.5,Monthly,No,1,1,Partial,0,1,8.0,2,Email,Evening,English,Marriage,3,4,Medium,140
C100269,56,Female,Married,QC,Laval,Sales Representative,40987.0,638,Home,2023-08-13,2027-04-25,3.7,1910.33,1413000.0,500,-0.2,Annual,Yes,0,0,None,0,2,7.0,1,Email,Evening,French,Marriage,12,1,Low,298
C100270,37,Male,Married,SK,Regina,Nurse,54945.0,713,Auto,2025-08-08,2026-07-02,0.9,1666.7,556000.0,1500,15.7,Monthly,Yes,1,0,None,0,0,7.0,1,Text,Afternoon,English,None,12,7,High,1
C100271,20,Female,Married,AB,Red Deer,Student,65129.0,568,Auto+Home Bundle,2020-07-31,2027-03-07,6.6,3307.43,1172000.0,1500,4.3,Annual,No,4,0,None,0,5,7.0,1,Email,Afternoon,English,New Child,18,7,High,249
C100272,28,Male,Divorced,ON,Kitchener,Nurse,76050.0,767,Auto+Home Bundle,2023-07-29,2027-06-22,3.9,2141.49,1638000.0,250,1.0,Annual,No,0,3,Approved,0,0,10.0,1,Phone,Afternoon,English,Home Purchase,11,2,Low,356
C100273,79,Female,Married,NS,Sydney,Manager,228060.0,730,Auto,2020-08-26,2026-10-02,6.1,2423.85,1020000.0,500,6.8,Monthly,No,2,0,None,0,3,5.0,1,Email,Morning,English,New Child,13,5,Medium,93
C100274,45,Female,Married,ON,Mississauga,Manager,80367.0,713,Home,2020-03-29,2026-07-17,6.3,1124.77,562000.0,500,-4.4,Monthly,Yes,0,0,None,0,2,8.0,1,Phone,Afternoon,English,Retirement,12,2,Low,16
C100275,49,Female,Single,ON,Toronto,Nurse,65431.0,666,Tenant,2014-07-12,2026-10-29,12.3,609.74,37000.0,500,4.9,Monthly,No,2,0,None,0,0,5.0,2,Text,Afternoon,English,None,9,4,Medium,120
C100276,48,Female,Married,NB,Moncton,Government Employee,55930.0,673,Home,2023-02-16,2026-09-22,3.6,1637.23,1355000.0,1000,18.9,Monthly,No,0,1,Approved,0,0,8.0,2,Phone,Afternoon,French,None,5,4,Medium,83
C100277,68,Female,Single,ON,London,Sales Representative,110644.0,900,Auto,2016-11-26,2027-03-16,10.3,1918.76,469000.0,500,3.2,Monthly,No,0,1,Partial,0,2,,2,Email,Afternoon,English,None,6,2,Low,258
C100278,23,Female,Single,BC,Victoria,Teacher,,687,Tenant,2020-06-25,2027-03-08,6.7,459.63,23000.0,2000,-4.5,Monthly,No,0,1,Approved,0,3,6.0,1,Email,Afternoon,English,None,12,2,Low,250
C100279,24,Female,Widowed,NS,Halifax,Self-Employed,48161.0,735,Life,2023-06-17,2027-01-21,3.6,2373.06,237000.0,250,22.4,Monthly,Yes,0,1,Approved,0,4,7.0,2,Text,Morning,English,Retirement,7,4,Medium,204
C100280,36,Female,Married,NB,Moncton,Technician,52673.0,649,Tenant,2026-06-18,2026-10-05,0.3,405.85,87000.0,250,3.9,Monthly,Yes,1,2,Approved,2,3,4.0,2,Mail,Morning,English,Job Change,8,9,High,96
C100281,49,Male,Single,MB,Brandon,Self-Employed,64849.0,772,Home,2026-01-13,2027-03-27,1.2,1652.59,1302000.0,500,5.6,Annual,Yes,1,0,None,0,1,6.0,1,Phone,Morning,English,None,14,4,Medium,269
C100282,61,Male,Married,SK,Regina,Retired,63413.0,666,Auto,2026-11-19,2027-05-20,0.5,1391.27,260000.0,2000,13.3,Monthly,No,0,0,None,0,1,8.0,1,Email,Evening,English,None,9,4,Medium,323
C100283,49,Male,Single,QC,Gatineau,Teacher,57383.0,742,Tenant,2025-10-10,2027-05-17,1.6,516.8,48000.0,1000,9.9,Monthly,No,0,0,None,0,3,,1,Phone,Afternoon,French,Retirement,7,5,Medium,320
C100284,46,Female,Single,NS,Halifax,Engineer,68034.0,747,Tenant,2026-03-20,2026-11-30,0.7,345.41,73000.0,500,12.7,Annual,No,0,0,None,0,3,7.0,1,Mail,Morning,English,None,8,4,Medium,152
C100285,78,Female,Married,ON,Hamilton,Sales Representative,88460.0,769,Home,2019-11-07,2026-08-25,6.8,2407.1,1351000.0,1500,7.7,Monthly,No,1,1,Partial,0,3,10.0,2,Mail,Evening,English,None,8,4,Medium,55
C100286,29,Male,Single,ON,Kitchener,Student,33083.0,841,Home,2023-02-11,2027-03-19,4.1,912.32,517000.0,500,9.6,Monthly,Yes,0,0,None,0,1,7.0,1,Email,Afternoon,English,None,5,2,Low,261
C100287,55,Female,Single,ON,Ottawa,Driver,103153.0,792,Auto+Home Bundle,2024-09-19,2027-06-02,2.7,2319.19,1268000.0,1000,4.3,Annual,Yes,0,0,None,0,3,5.0,2,Email,Morning,English,None,17,0,Low,336
C100288,53,Male,Single,BC,Surrey,IT Professional,30202.0,697,Auto,2021-03-03,2026-12-20,5.8,1602.5,1714000.0,1000,-0.5,Annual,No,0,0,None,0,0,10.0,1,Mail,Evening,English,None,12,2,Low,172
C100289,48,Female,Married,ON,Mississauga,Nurse,39413.0,694,Auto,2020-09-21,2027-02-14,6.4,3256.24,275000.0,500,-6.2,Monthly,No,0,0,None,0,1,6.0,3,Email,Afternoon,English,New Child,9,1,Low,228
C100290,69,Female,Single,ON,Brampton,Engineer,65361.0,760,Home,2026-05-02,2027-01-12,0.7,1913.51,640000.0,1500,1.2,Annual,No,0,1,Partial,0,5,5.0,1,Email,Afternoon,English,None,12,4,Medium,195
C100291,35,Male,Married,QC,Montreal,Accountant,52820.0,728,Auto,2020-07-01,2027-02-05,6.6,2579.97,1456000.0,500,0.4,Monthly,Yes,0,2,Denied,0,3,6.0,1,Email,Morning,French,None,10,4,Medium,219
C100292,79,Male,Divorced,ON,Hamilton,Manager,80949.0,632,Home,2026-07-17,2026-11-03,0.3,1270.51,1045000.0,2000,0.6,Annual,No,0,1,Approved,0,3,7.0,2,Email,Morning,English,New Child,8,2,Low,125
C100293,39,Male,Married,ON,London,Self-Employed,115874.0,713,Home,2027-01-06,2027-04-25,0.3,976.33,646000.0,2000,1.2,Annual,No,2,0,None,0,2,5.0,1,Text,Evening,English,Job Change,9,8,High,298
C100294,53,Male,Single,ON,Kitchener,Driver,32614.0,727,Home,2024-08-02,2027-03-09,2.6,1301.86,403000.0,250,5.7,Monthly,No,0,2,Approved,0,3,6.0,2,Email,Afternoon,English,New Child,10,1,Low,251
C100295,51,Male,Divorced,ON,Toronto,Student,54060.0,812,Auto+Home Bundle,2026-08-06,2026-11-23,0.3,2355.78,2430000.0,1500,9.6,Monthly,Yes,0,0,None,1,2,4.0,1,Mail,Morning,English,None,9,7,High,145
C100296,72,Male,Married,ON,London,Driver,24000.0,764,Auto,2025-12-06,2026-10-30,0.9,1740.28,1618000.0,1500,-8.0,Annual,Yes,0,1,Approved,2,2,9.0,1,Mail,Afternoon,English,Marriage,12,4,Medium,121
C100297,46,Female,Divorced,QC,Gatineau,Engineer,64158.0,707,Home,2026-03-30,2026-07-17,0.3,2010.8,382000.0,1000,10.2,Monthly,No,0,0,None,2,1,6.0,2,Text,Morning,French,None,6,5,Medium,16
C100298,36,Female,Single,ON,Kitchener,Self-Employed,76266.0,747,Home,2023-11-07,2027-05-08,3.5,1783.39,1404000.0,1000,7.8,Monthly,No,1,1,Approved,0,2,8.0,2,Email,Afternoon,English,Home Purchase,8,3,Low,311
C100299,20,Male,Single,AB,Edmonton,Construction Worker,48854.0,836,Tenant,2024-11-02,2027-02-20,2.3,278.65,80000.0,250,-4.4,Annual,Yes,0,2,Approved,0,2,10.0,1,Email,Afternoon,English,Retirement,10,2,Low,234
